CodProj;IdcSituacaoProjeto;;NomAgente;SigAgente;NumCPFCNPJ;DscChamPEDEstrategico;DscTituloProjeto;QtdMesesDuracaoPrevista;SigSegmentoSetorEletrico;SigTemaProjeto;SigFasInovacaoProjeto;SigTipoProdutoProjeto;VlrCustoTotalPrevisto;AnoCadastroPropostaProjeto;DatConclusaoProjeto;VlrCustoTotalAuditado
PD-00026-0002;CANCELADO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;PA - Modelo de Otimização Conjunta de Perdas Técnicas e Não Técnicas;18;D;EE;PA;SW;89634;2010;;
PD-00026-0411;CANCELADO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;Sistema Piloto de Gerenciamento Remoto de Consumidores Monofásicos - SISGERM;18;D;SC;DE;SM;445454,1;2011;;
PD-00026-2013;EM ATRASO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;;31;;;;;;2013;;
PD-00026-0211;CONCLUÍDO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;Planejamento de recursos operativos para o alcance de metas de indicadores de continuidade na rede de distribuição usando modelos de otimização com base na simulação estocástica de eventos discretos;25;D;OP;PA;CM;733840;2011;14/07/2015;695334,93
PD-00026-0311;EM ATRASO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;Desenvolvimento de tecnologia para a priorização de planos de expansão do sistema de alta e média tensão;37;D;PL;DE;SW;;2011;;
PD-00026-1913;EM EXECUÇÃO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;Modelo de operação otimizado para microssistema isolado de geração e distribuição de energia elétrica em região remota.;34;G;FA;CS;SM;14379261,5;2019;;
PD-00026-0116;EM ATRASO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;SARA - Sistema remoto de análise contínua do estado operacional de equipamentos de alta tensão através do monitoramento do óleo isolante via Impedância Elétrica em Rádio Freqüência;30;D;SC;DE;ME;2306882;2016;;
PD-00026-0111;EM ATRASO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;Estudo para o desenvolvimento de um controle PWM para sistemas solares fotovoltaicos conectados à rede;24;D;FA;DE;CD;318250;2017;;
PD-00026-0113;EM ATRASO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;Sistema Sinalizador de Falhas de Isoladores em Estruturas de Média e Alta Tensão utilizando ultrassom e radiofrequência de baixo custo;24;D;MF;DE;CD;850336;2013;;
PD-00026-0001;EM ATRASO;;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A;ELETROACRE;4,07E+12;;;;;;;;;2018;;
PD-00031-0001;EM ATRASO;;COMPANHIA DE ELETRICIDADE DO AMAPÁ;CEA;5,97E+12;;Ferramenta Computacional de Alocação Ótima de Dispositivos de Proteção e de Manobra em Redes de Distribuição de Energia Elétrica;36;D;SC;PA;SW;709500;2015;;
PD-00031-0002;EM ATRASO;;COMPANHIA DE ELETRICIDADE DO AMAPÁ;CEA;5,97E+12;;Ferramenta de Alocação e Dimensionamento Ótimo de Banco de Capacitores, em redes de distribuição de energia elétrica, sob restrições de ressonância harmônica.;36;D;SC;PA;SW;746350;2015;;
PD-00031-0003;EM ATRASO;;COMPANHIA DE ELETRICIDADE DO AMAPÁ;CEA;5,97E+12;;Sistema remoto de monitoramento de pontos quentes em conexões elétricas, utilizando sensores ópticos.;36;D;OP;PA;ME;359310;2015;;
PD-00031-0004;EM ATRASO;;COMPANHIA DE ELETRICIDADE DO AMAPÁ;CEA;5,97E+12;;Sistema para balanceamento automático de carga em tempo real, para redes de distribuição de baixa tensão.;24;D;OP;DE;CD;363242;2015;;
PD-00031-0005;EM ATRASO;;COMPANHIA DE ELETRICIDADE DO AMAPÁ;CEA;5,97E+12;;Sistema IOT- Cloud de Medição Centralizada de Energia Voltado à Rede da CEA.;36;D;SC;DE;CD;2500000,08;2018;;
PD-00032-0001;CONCLUÍDO;;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;ETO;2,51E+13;;Desenvolvimento de conjunto conector derivação, ferramenta de aplicação e procedimento que possibilite a sua instalação, da escada ou do poste, em redes de média tensão com os condutores energizados.;34;D;OU;DE;MS;1004425;2011;14/05/2018;1197957,12
PD-00032-0002;EM ATRASO;;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;ETO;2,51E+13;;Um novo dispositivo eletromagnético destinado à regulação de tensão: concepção, modelagem, projeto, construção e avaliação de desempenho;24;D;QC;DE;ME;2232925;2012;;
PD-00032-1509;CONCLUÍDO;;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;ETO;2,51E+13;;Desenvolvimento de Modelo de Automação e Otimização do Despacho Dinâmico de Equipes baseado em Indicadores.;26;D;PL;PA;CM;1423356;2015;08/05/2019;
PD-00032-1510;CONCLUÍDO;;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;ETO;2,51E+13;;Desenvolvimento de solução integrada de controle otimizado de tensão e reativos (Volt/VAr) para sistemas de distribuição;57;D;OP;DE;SW;6232692,96;2015;22/12/2020;6266664,11
PD-00032-1513;EM ATRASO;;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;ETO;2,51E+13;;Ferramenta Inteligente para Planejamento e Gestão do Manejo de Árvores ao Longo das RD de Energia Elétrica Utilizando Técnicas de Processamento e Análise de Imagens de Satélites de Alta Resolução.;36;D;OP;DE;SW;3721700;2015;;
PD-00032-1704;EM ATRASO;;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;ETO;2,51E+13;;SIDEC - Sistema Inteligente para Dimensionamento de Equipes de Campo;43;D;PL;PA;SW;3683902,56;2017;;
PD-00037-0027;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Conversor Bidirecional para Aplicações em Microrredes Baseadas em Fontes Renováveis e Banco de Baterias-CABEÇA DE SÉRIE;49;D;FA;CS;ME;3452927,56;2017;;
PD-00037-0028;EM EXECUÇÃO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Desenvolvimento experimental de metodologia para a detecção e redução de fatores de vulnerabilidade da vegetação que causam interrupções no fornecimento de energia;60;D;MA;PA;CM;4473033,36;2017;;
PD-00037-0029;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Sistema de Apoio a Manutenção e Operação do Sistema Elétrico utilizando Realidade Aumentada e monitoramento biométrico.;51;D;SE;DE;SM;2199332,44;2017;;
PD-00037-0030;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;DETECTOR MULTIFUNCIONAL DE FRAUDES BASEADO EM anásises de compatibilidade e interferência eletromagnética, sinais em frequencia, infravermelho e audiomentria - MULTIDetector - MTD;48;D;MF;PA;CD;1763356,18;2017;;
PD-00037-0019;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Técnicas avançadas e protótipo de sistema para inovação da gestão e execução de serviços de campo de uma distribuidora de energia elétrica;60;D;OP;DE;SM;1553160;2014;16/07/2019;1541708,58
PD-00037-0040;EM EXECUÇÃO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Análise e quantificação das perdas harmônicas em sistemas de distribuição elétrica através de medições para identificação e modelagem da tipologia harmônica das cargas e seu fator de potência real.;36;D;MF;PA;CM;2357984;2019;;
PD-00037-0039;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Cabeca de serie - Internet of Grids - IoG: O conceito de Internet das Coisas aplicado ao sistema elétrico de distribuição;19;D;SC;CS;SM;15457354,44;2020;;
PD-00037-0034;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Desenvolvimento de uma inovadora ferramenta computacional para coordenação automática e ajuste de proteções em sistemas de alta tensão;41;D;SC;PA;SW;2123940;2018;;
PD-00037-0033;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Sistema online para o diagnóstico de falhas incipientes em transformadores de potência com redes neurais autoassociativas;37;D;SC;PA;SM;2219442;2018;;
PD-00037-0037;EM EXECUÇÃO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Desenvolvimento de aplicação de filmes fotovoltaicos orgânicos em lonas tensionadas em diferentes layouts de cobertura e medição de geração de eletricidade nos diferentes ângulos de incidência solar;39;D;FA;DE;CD;3592620;2019;;
PD-00037-0036;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Definição adaptativa de parâmetros para a crítica da medição do consumo de energia elétrica usando Deep Learning e Survival Analysis;35;D;MF;PA;SW;2568853,8;2019;;
PD-00037-0015;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Lote Pioneiro do Religamento Automático com Bloqueio de Cabo ao Solo para Transformadores de BT;15;D;SC;LP;CD;824728;2017;15/12/2017;810708,76
PD-00037-0017;CANCELADO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;DESENVOLVIMENTO E IMPLANTAÇÃO DE UM SISTEMA INTEGRADO PILOTO DE TELEMEDIÇÃO, MONITORAMENTO E CONTROLE REMOTO DE REDES DE DISTRIBUIÇÃO DE BAIXA TENSÃO BASEADA NOS CONCEITOS SMART-GRID;30;D;MF;DE;SM;3282651,11;2017;;
PD-00037-0018;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Sistema Smart Integração - Sistema de integração inteligente de dispositivos de sensores e atuadores com protocolos legados ou de tecnologia proprietária;28;D;SC;DE;SM;1909193;2017;15/12/2017;1418265,55
PD-00037-0022;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Cabeça de Série Sistema de Monitoramento Metereologico para Tomada de Decisoes em Centro de Operacoes;66;D;SC;CS;SM;2233374,9;2017;03/02/2021;1090382,9
PD-00037-0042;EM EXECUÇÃO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Pesquisa e modelagem de fenomenos micrometeorologicos  e suas implicacoes em diferentes escalas temporais e espaciais no planejamento e operação de parques eolicos e fotovoltaicos na regiao equatorial;30;D;PL;PA;CM;6332138;2020;;
PD-00037-0041;EM EXECUÇÃO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Modelo Replicavel de Laboratorio de Inovacao para Setor Eletrico Objetivando o Fomento de Ecossistema de Desenvolvimento de Tecnologia com Foco em Produtos;24;D;OU;DE;CM;9025746,51;2020;;
PD-00037-0035;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Aplicacão de Machine Learning para gestão do uso mútuo telecom  e IP na rede de distribuicão de energia.;37;D;SC;DE;SW;8107755,76;2018;;
PD-00037-0043;EM EXECUÇÃO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Microrrede com fontes de energia renovaveis para melhorar a resiliencia, a confiabilidade e a qualidade da energia no Centro de Lancamento de Alcantara;35;D;FA;DE;CM;19397074,4;2020;;
PD-00037-0013;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Cabeça de Série do Religamento Automático com Bloqueio de Cabo ao Solo para Transformadores de BT;15;D;SC;CS;CD;597575,36;2017;;
PD-00037-0003;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Sistema de Monitoramento Metereológico para Tomada de Decisões em Centro de Operações;18;D;QC;DE;SM;324597,73;2009;;
PD-00037-0001;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Sistema Inteligente para apoio a Tomada de Decisão de equipes operacionais e de gestão via  desenvolvimento de um protótipo de um centro de gestão da manutenção de um Sistema Distribuição de Energia;24;D;SC;DE;SM;797326,21;2017;15/12/2017;784880,41
PD-00037-0002;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;DETECTOR REMOTO DE CURTO CIRCUITO EM LINHAS DE DISTRIBUIÇÃO;20;D;SC;PA;SM;400222,33;2017;15/12/2017;422208,56
PD-00037-0004;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;CHAVE FUSÍVEL CONTRA AÇÃO DE TERCEIRO;24;D;SE;DE;ME;696713,27;2017;15/12/2017;643337,84
PD-00037-0006;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Seleção de melhor portfólio de contratos através da metodologia de análise hierárquica sob múltiplos critérios;24;D;PL;DE;SM;954660,85;2017;;
PD-00037-0010;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Cabeça de Série de Sistema Sinalizador de Defeitos de Isoladores de Estruturas de 72.5 KV.;15;D;SC;CS;CD;543741,44;2017;15/12/2017;505731,9
PD-00037-0011;CANCELADO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Desenvolvimento de um sistema inteligente de automação de operação de equipe de campo;18;D;SC;DE;SM;1011849,02;2017;;
PD-00037-0014;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Pesquisas regulatórias para atender à Resolução 414/ANEEL/2010: determinação do tempo diário a ser faturado na iluminação pública e do tempo médio e frequência de utilização de cargas em residências;60;D;MF;PA;SW;883063,64;2011;17/02/2017;834286,8
PD-00037-0025;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Cabeça de Série - Telecomando de Chaves da Rede de Distribuição através da Tecnologia PLC (PowerLineCommunications);60;D;SC;CS;CD;2110354,2;2016;;1771873,45
PD-00037-0024;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Internet of Grids - IoG: O conceito de Internet das Coisas aplicado ao sistema elétrico de distribuição;54;D;SC;DE;CD;3089254,64;2016;;
PD-00037-0026;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;CABEÇA DE SÉRIE - CHAVE FUSÍVEL CONTRA AÇÃO DE TERCEIRO;60;D;SE;CS;ME;2834900;2016;;
PD-00037-0031;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Inteligência computacional para identificar a predisposição de consumidores de distribuidora de energia elétrica à proposição de ações judiciais.;36;D;QC;PA;SW;2850819,8;2018;;
PD-00037-0032;EM ATRASO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Autoleitura de consumo de energia elétrica com auto-auditoria periódica baseados em processamento de imagem e inteligência computacional - AutoSILEM;40;D;MF;PA;SW;2136594,1;2018;;
PD-00037-0020;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Sistema Elétrico Modular para Atendimento Elétrico de Regiões Remotas Através de Fontes de Energia Renováveis;27;D;FA;PA;CD;2636439,01;2014;28/12/2016;2360425,51
PD-00037-0012;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Cabeça de Série de Sistema de Telemedição de Clientes Rurais da rede Cemar.;15;D;MF;CS;SM;478926,76;2017;15/12/2017;453039,19
PD-00037-0008;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;;;;;;;;2010;15/12/2017;284472,12
PD-00037-0005;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Ferramenta Computacional para Gerenciamento Técnico de Múltiplos Geradores Conectados em Sistemas de Distribuição de Energia Elétrica;24;D;PL;PA;SW;854310,07;2010;15/12/2017;805478,11
PD-00037-0009;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;Sistema Inteligente de Análise de Calculo de Fatura de Fraude;16;D;MF;PA;SW;668620,31;2010;15/12/2017;651174,11
PD-00037-0021;CONCLUÍDO;;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A;Equatorial MA;6,27E+12;;LOTE PIONEIRO COM 100 UNIDADES DE TRANSFORMADOR DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA COM MEDIÇÃO INTEGRADA DE ENERGIA;30;D;SC;LP;CD;3347962;2014;22/05/2017;3000706,76
PD-00038-0014;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Sistema Integrado para Avaliação Continuada da Segurança do Sistema de Aterramento em Subestações Energizadas Sujeitas a Descargas Atmosféricas;37;D;SE;DE;ME;1393105;2014;;
PD-00038-0015;CONCLUÍDO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Metodologia para Alocação Otimizada de Monitores de Qualidade da Energia Elétrica em Sistemas de Distribuição pelo Emprego de Técnicas Inteligentes.;32;D;QC;PA;CM;1128600;2014;28/11/2018;1090105,04
PD-00038-0003;CANCELADO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Metodologia de avaliação e acompanhamento do nível de eficiência dos custos operacionais das concessionárias de distribuição;12;D;OU;PA;CM;684000;2011;;
PD-00038-0004;CONCLUÍDO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Sistema de gestão da energia elétrica baseado em indicadores de eficiência energética;32;D;EE;PA;SM;917296;2011;12/01/2018;918629,7
PD-00038-0008;CANCELADO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Sistema de Monitoração e Gerenciamento de Qualidade de Energia Elétrica;24;D;QC;PA;SM;801754,22;2011;;
PD-00038-0009;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;INDICADOR DE CONSUMO DE ENERGIA PARA APLICAÇÃO NOS MEDIDORES DE CLIENTES DE BAIXA RENDA;12;D;MF;PA;SM;440280;2012;;
PD-00038-0010;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Líquido da Casca de Castanha do Caju: Resina Fenólica para construção de Poste de Concreto - (Poste -LCC);22;D;OU;PA;MS;480719;2012;;
PD-00038-0001;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Metodologia para o cálculo e gerenciamento de perdas em redes de distribuição de energia elétrica;42;D;MF;PA;SW;1402110;2011;;1467596,61
PD-00038-0002;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Afundamentos de Tensão no Sistema Elétrico de Concessionárias, com Medições, Avaliação Estatística,;24;D;QC;PA;CM;586900;2011;;
PD-00038-0005;CANCELADO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Sistema Georreferenciado para Alocação Ótima de Bancos de Capacitores e Reguladores de Tensão em Redes de Distribuição de Média e Baixa Tensão;30;D;PL;PA;SM;927321;2011;;
PD-00038-0017;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;DESENVOLVIMENTO DE CABEÇA DE SÉRIE DE TRANSFORMADOR DE DISTRIBUIÇÃO COM ÓLEO VEGETAL DA AMÊNDOA DE BABAÇU - TOB;24;D;MA;CS;CD;1087853,8;2015;;
PD-00038-0018;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Desenvolvimento de Religador Trifásico Nacional Ambientalmente Correto;42;D;SC;DE;ME;1823400;2015;;
PD-00038-0016;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Recuperação de Mercado - Energia Segura com Inibidores de Furtos;48;D;MF;DE;CD;7472964;2015;;2778229,45
PD-00038-0006;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Compensação de energia reativa e harmônicos para a melhoria da eficiência energética em redes de distribuição;54;D;QC;DE;ME;907570;2011;;
PD-00038-0007;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Detecção de falhas iminentes em transformadores utilizando redes neurais e comunicação sem fio.;20;D;SC;PA;SM;411140;2011;;
PD-00038-0012;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Metodologia de previsão de mercado baseada em cenários com vista à otimização da contratação em leilões de energia elétrica;24;D;PL;PA;SM;1002310,72;2012;;
PD-00038-0011;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;DESENVOLVIMENTO DE MODELO RNA PARA LOCALIZAÇÃO DE FALTAS FASE-TERRA EM REDES DE DISTRIBUIÇÃO DISPERSAS E DE GRANDES EXTENSÕES;24;D;SC;PA;SM;801335,98;2012;;
PD-00038-0019;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;APLICAÇÃO DE UM TRANSFORMADOR DE ESTADO SÓLIDO EM REDE DE DISTRIBUIÇÃO EM ESCALA REDUZIDA CONECTADO A UM SISTEMA DE MINIGERAÇÃO FOTOVOLTAICA;48;D;PL;PA;CM;1902348;2017;;
PD-00038-0025;EM EXECUÇÃO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Ecossistema UX (User eXperience), integrando smart metering com entrega virtual de fatura, serviços da concessionária, aparelhos mobile e linha branca, com função resposta à demanda.;30;D;MF;DE;ME;2476355,56;2020;;
PD-00038-0026;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Metodologia baseada em processamento de linguagem natural e inteligência artificial para crítica e orientação de clientes na aquisição para interpretação de imagem visando a leitura do seu consumo;26;D;QC;PA;SW;2595192,4;2019;;
PD-00038-0023;EM EXECUÇÃO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;EQUIPAMENTO DE PODA AUTOMATIZADA REDUZIDO E OTIMIZADO PARA OPERAÇÃO EM ÁREA URBANA;30;D;SE;DE;ME;3696478;2019;;
PD-00038-0024;EM EXECUÇÃO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Desenvolvimento de Torre de Emergência Móvel tracionada utilizando mecanismos hidráulicos.;30;T;QC;DE;ME;4134601,92;2019;;
PD-00038-0020;EM EXECUÇÃO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Desenvolvimento de Modelo Técnico, Comercial e Regulatória de Infraestrutura de Recarga de Veículos Elétricos, com Implantacão Piloto para Servicos de Campo de Distribuidoras da EQUATORIAL;33;D;OU;CS;SM;4246333,42;2019;;
PD-00038-0021;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Análise de Vegetação por Imagem via Light Detection and Ranging para Redução de sua Interação com a Rede;28;D;QC;PA;SM;2770510,9;2019;;
PD-00038-0022;EM ATRASO;;EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A;Equatorial PI;6,84E+12;;Sistema inteligente de planejamento, controle e otimizacão do processo de limpeza de isoladores utilizando análise de ofensores da rede elétrica;28;D;QC;DE;SM;4916305;2019;;
PD-00039-0076;EM ATRASO;;COMPANHIA ENERGETICA DO CEARA;ENEL CE;7,05E+12;021/2016;Sistema Inteligente de Armazenamento de Energia e Gerenciamento de Demanda para Aplicações de Pequeno Porte com Integração de Geração Distribuída e Conexão para Veículos Elétricos;48;D;OU;PA;SM;5209200;2016;;3126195,53
PD-00039-0020;CANCELADO;;COMPANHIA ENERGETICA DO CEARA;ENEL CE;7,05E+12;;Sistema de Gestão de Materiais da Rede de Distribuição;24;D;SE;DE;SM;1570480;2010;;
PD-00039-0015;CONCLUÍDO;;COMPANHIA ENERGETICA DO CEARA;ENEL CE;7,05E+12;;Cabeça-de-série do Posto Avançado de Atendimento ao Consumidor por Videoconferência;43;D;MF;CS;SM;1163307,89;2010;24/07/2014;1011366,53
PD-00039-0022;CONCLUÍDO;;COMPANHIA ENERGETICA DO CEARA;ENEL CE;7,05E+12;;Equipamento Autônomo para Limpeza de Cabos da Rede de Distribuição de Energia (LICA);36;D;SE;DE;ME;564322,73;2010;23/02/2015;472623,99
PD-00039-0017;CANCELADO;;COMPANHIA ENERGETICA DO CEARA;ENEL CE;7,05E+12;;Sistema Robotizado para Inspeção de Isoladores Elétricos em Linhas Vivas (ROBIISO);24;D;SE;DE;ME;627396,6;2010;;
PD-00039-0014;CONCLUÍDO;;COMPANHIA ENERGETICA DO CEARA;ENEL CE;7,05E+12;;Cabeça-de-série do Protótipo de Caixas para Medidores de Energia Elétrica a base de Fibra de Coco.;49;D;MA;CS;CD;645984,38;2010;01/06/2016;639139,03
PD-00039-0066;CANCELADO;;COMPANHIA ENERGETICA DO CEARA;ENEL CE;7,05E+12;;Modelo experimental de transmissão de dados através de redes WiMAX, WiFi e Mesh utilizando como pontos de acesso móveis instalados na frota da Coelce.;13;D;SC;DE;CM;1638854,4;2012;;
